query_index,query_path,query_pid,transition,baseline_top1_path,baseline_top1_pid,semantic_top1_path,semantic_top1_pid
4337,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1142/1142_007_04_0113morning_1567_2_ex.jpg,1142,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1629/1629_019_13_0113afternoon_1017_3_ex.jpg,1629,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1142/1142_002_01_0113morning_1775_3.jpg,1142
4492,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1175/1175_038_04_0113morning_1220_1.jpg,1175,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1175/1175_001_13_0113morning_1272_5.jpg,1175,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3006/3006_015_13_0114afternoon_0283_5_ex.jpg,3006
4497,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1176/1176_040_14_0113morning_1334_1_ex.jpg,1176,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1264/1264_007_07_0113noon_0391_1_ex.jpg,1264,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1176/1176_024_07_0113morning_1318_2.jpg,1176
4556,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1187/1187_045_07_0113morning_1650_2_ex.jpg,1187,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1187/1187_040_06_0113morning_1485_0_ex.jpg,1187,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0681/0681_038_12_0302afternoon_1156_0.jpg,681
4620,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1202/1202_027_07_0113noon_0314_0_ex.jpg,1202,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2064/2064_002_14_0302afternoon_0725_4.jpg,2064,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1202/1202_020_06_0113noon_0306_0.jpg,1202
4672,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1223/1223_013_07_0113noon_0188_1.jpg,1223,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0106/0106_025_14_0303morning_0741_0_ex.jpg,106,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1223/1223_043_14_0113noon_0265_1_ex.jpg,1223
4676,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1223/1223_000_01_0113noon_0176_2.jpg,1223,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1223/1223_016_07_0113noon_0190_0_ex.jpg,1223,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2539/2539_000_01_0114morning_1692_0.jpg,2539
4710,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1238/1238_008_07_0113noon_0241_1.jpg,1238,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1238/1238_020_14_0113noon_0235_0_ex.jpg,1238,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2704/2704_012_07_0114noon_1709_0_ex.jpg,2704
4785,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1271/1271_011_07_0113noon_0429_2.jpg,1271,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2559/2559_048_06_0114morning_0419_0_ex.jpg,2559,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1271/1271_024_14_0113noon_0428_2.jpg,1271
4787,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1271/1271_018_05_0113noon_0446_0.jpg,1271,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1271/1271_024_14_0113noon_0428_2.jpg,1271,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1780/1780_026_14_0302morning_0257_0_ex.jpg,1780
4788,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1271/1271_019_05_0113noon_0446_0_ex.jpg,1271,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1271/1271_024_14_0113noon_0428_2.jpg,1271,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1362/1362_007_05_0113noon_0771_0.jpg,1362
5017,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1361/1361_008_05_0113noon_0766_0.jpg,1361,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1361/1361_012_14_0113noon_0744_1_ex.jpg,1361,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1511/1511_032_05_0113noon_1068_2_ex.jpg,1511
5020,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1362/1362_006_05_0113noon_0770_4_ex.jpg,1362,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1780/1780_026_14_0302morning_0257_0_ex.jpg,1780,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1362/1362_008_14_0113noon_0745_1.jpg,1362
5048,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1371/1371_016_14_0113noon_0789_1_ex.jpg,1371,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1390/1390_013_14_0113noon_0848_3.jpg,1390,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1371/1371_005_07_0113noon_0796_2_ex.jpg,1371
5107,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1392/1392_008_07_0113noon_0855_0_ex.jpg,1392,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2992/2992_007_01_0114afternoon_1779_0_ex.jpg,2992,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1392/1392_020_14_0113noon_0848_0_ex.jpg,1392
5206,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1425/1425_013_14_0113noon_0996_1.jpg,1425,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1062/1062_039_14_0113morning_0995_1_ex.jpg,1062,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1425/1425_005_07_0113noon_1002_1_ex.jpg,1425
5321,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1461/1461_119_13_0114afternoon_1194_1.jpg,1461,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1139/1139_006_07_0113morning_1607_1.jpg,1139,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1461/1461_132_11_0114afternoon_1202_0.jpg,1461
5450,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1497/1497_081_11_0113noon_0810_4.jpg,1497,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2754/2754_047_11_0114noon_1168_0.jpg,2754,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1497/1497_033_13_0113noon_0948_2_ex.jpg,1497
5456,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1499/1499_017_06_0113noon_0911_0_ex.jpg,1499,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1892/1892_015_06_0302noon_0195_0_ex.jpg,1892,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1499/1499_005_12_0113noon_0771_0_ex.jpg,1499
5537,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1518/1518_010_13_0113noon_1091_1.jpg,1518,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1518/1518_020_11_0113noon_0942_0_ex.jpg,1518,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1581/1581_015_13_0113afternoon_0294_6.jpg,1581
5569,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1528/1528_035_11_0113noon_1039_2_ex.jpg,1528,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1528/1528_094_13_0113noon_1225_1_ex.jpg,1528,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2809/2809_028_05_0114afternoon_0411_0_ex.jpg,2809
5576,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1528/1528_097_13_0113noon_1227_0.jpg,1528,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1629/1629_016_13_0113afternoon_1016_1.jpg,1629,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1528/1528_046_11_0113noon_1045_2.jpg,1528
5579,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1528/1528_007_11_0113noon_1024_1_ex.jpg,1528,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1214/1214_007_11_0113noon_0259_1_ex.jpg,1214,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1528/1528_099_13_0113noon_1228_1.jpg,1528
5783,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1578/1578_053_04_0113afternoon_0261_1.jpg,1578,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1653/1653_062_04_0113afternoon_1323_0_ex.jpg,1653,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1578/1578_069_07_0113afternoon_0240_1.jpg,1578
5831,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1587/1587_014_11_0113afternoon_0163_1.jpg,1587,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1586/1586_034_11_0113afternoon_0174_2.jpg,1586,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1587/1587_005_13_0113afternoon_0399_0.jpg,1587
5857,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1592/1592_054_07_0113afternoon_0481_0_ex.jpg,1592,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1395/1395_006_07_0113noon_0859_2.jpg,1395,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1592/1592_030_08_0113afternoon_0521_2_ex.jpg,1592
5877,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1595/1595_113_05_0114afternoon_0517_1.jpg,1595,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1595/1595_103_07_0114afternoon_0500_0_ex.jpg,1595,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2810/2810_021_05_0114afternoon_0427_0.jpg,2810
5921,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1602/1602_019_11_0113afternoon_0326_1_ex.jpg,1602,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1611/1611_016_11_0113afternoon_0505_1_ex.jpg,1611,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1602/1602_003_13_0113afternoon_0562_0.jpg,1602
5929,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1603/1603_079_06_0113afternoon_0540_0.jpg,1603,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1603/1603_103_01_0113afternoon_0636_5.jpg,1603,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1581/1581_082_06_0113afternoon_0265_0.jpg,1581
5945,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1606/1606_097_06_0114afternoon_0376_0_ex.jpg,1606,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2163/2163_002_14_0302afternoon_1636_2.jpg,2163,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1606/1606_127_07_0114afternoon_0372_0_ex.jpg,1606
5960,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1607/1607_044_04_0113afternoon_0686_0.jpg,1607,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1607/1607_047_07_0113afternoon_0669_0.jpg,1607,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1868/1868_058_15_0302morning_1165_0.jpg,1868
5966,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1609/1609_013_11_0113afternoon_0470_1_ex.jpg,1609,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0426/0426_012_11_0303noon_1611_0_ex.jpg,426,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1609/1609_002_13_0113afternoon_0707_3.jpg,1609
5984,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1615/1615_116_05_0113afternoon_0827_1_ex.jpg,1615,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1595/1595_052_05_0113afternoon_0544_0_ex.jpg,1595,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1615/1615_046_09_0113afternoon_0774_0_ex.jpg,1615
6026,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1620/1620_032_08_0113afternoon_0936_0_ex.jpg,1620,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1620/1620_027_09_0113afternoon_0875_0_ex.jpg,1620,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1590/1590_017_08_0113afternoon_0454_1_ex.jpg,1590
6038,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1622/1622_040_08_0113afternoon_0979_0.jpg,1622,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1622/1622_029_09_0113afternoon_0913_0.jpg,1622,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1628/1628_036_08_0113afternoon_1032_1.jpg,1628
6064,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1627/1627_004_13_0113afternoon_0996_0_ex.jpg,1627,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1598/1598_009_13_0113afternoon_0532_2.jpg,1598,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1627/1627_049_04_0113afternoon_1002_0.jpg,1627
6085,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1629/1629_028_11_0113afternoon_0773_1.jpg,1629,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0914/0914_028_01_0114morning_0873_0.jpg,914,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1629/1629_001_13_0113afternoon_1008_2_ex.jpg,1629
6086,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1629/1629_029_11_0113afternoon_0773_1_ex.jpg,1629,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0914/0914_032_05_0114morning_0796_1.jpg,914,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1629/1629_000_13_0113afternoon_1008_2.jpg,1629
6107,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1635/1635_005_13_0113afternoon_1087_1.jpg,1635,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1576/1576_004_13_0113afternoon_0244_0.jpg,1576,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1635/1635_023_11_0113afternoon_0850_0_ex.jpg,1635
6162,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1643/1643_052_02_0113afternoon_1224_1_ex.jpg,1643,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1425/1425_005_07_0113noon_1002_1_ex.jpg,1425,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1643/1643_034_11_0113afternoon_0972_0_ex.jpg,1643
6164,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1643/1643_043_02_0113afternoon_1219_0_ex.jpg,1643,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1643/1643_023_11_0113afternoon_0966_0_ex.jpg,1643,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2029/2029_004_14_0302afternoon_0438_5.jpg,2029
6196,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1648/1648_015_09_0113afternoon_1199_0_ex.jpg,1648,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1648/1648_026_08_0113afternoon_1272_0.jpg,1648,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3021/3021_035_09_0114afternoon_0646_1.jpg,3021
6209,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1650/1650_061_07_0113afternoon_1266_1.jpg,1650,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0154/0154_014_14_0303morning_1013_2.jpg,154,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1650/1650_072_06_0113afternoon_1255_0.jpg,1650
6216,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1651/1651_066_05_0113afternoon_1307_0.jpg,1651,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2083/2083_005_05_0302afternoon_0871_0.jpg,2083,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1651/1651_037_07_0113afternoon_1282_2_ex.jpg,1651
6223,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1651/1651_068_05_0113afternoon_1308_0.jpg,1651,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2008/2008_008_05_0302afternoon_0208_2.jpg,2008,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1651/1651_037_07_0113afternoon_1282_2_ex.jpg,1651
6237,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1653/1653_053_08_0113afternoon_1358_1_ex.jpg,1653,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1653/1653_020_11_0113afternoon_1100_1.jpg,1653,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2873/2873_004_05_0114afternoon_0875_1.jpg,2873
6238,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1653/1653_028_09_0113afternoon_1282_1.jpg,1653,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2807/2807_036_14_0114afternoon_0473_2_ex.jpg,2807,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1653/1653_082_07_0113afternoon_1302_0_ex.jpg,1653
6315,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1665/1665_013_11_0113afternoon_1321_3_ex.jpg,1665,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1665/1665_003_13_0113afternoon_1540_1_ex.jpg,1665,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3053/3053_013_11_0114afternoon_1756_0.jpg,3053
6318,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1666/1666_088_07_0113afternoon_1526_0.jpg,1666,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0627/0627_002_14_0303afternoon_1351_2.jpg,627,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1666/1666_101_06_0113afternoon_1514_1_ex.jpg,1666
6321,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1666/1666_083_07_0113afternoon_1523_0_ex.jpg,1666,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0926/0926_000_01_0113morning_0378_0.jpg,926,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1666/1666_101_06_0113afternoon_1514_1_ex.jpg,1666
6325,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1666/1666_107_03_0113afternoon_1568_3_ex.jpg,1666,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1666/1666_103_06_0113afternoon_1515_1_ex.jpg,1666,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1642/1642_086_03_0113afternoon_1199_2.jpg,1642
6329,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1666/1666_079_07_0113afternoon_1521_2_ex.jpg,1666,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1201/1201_175_07_0114afternoon_1376_1.jpg,1201,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1666/1666_062_04_0113afternoon_1543_0.jpg,1666
6336,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1668/1668_009_13_0113afternoon_1553_0_ex.jpg,1668,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1675/1675_002_13_0113afternoon_1608_0.jpg,1675,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1668/1668_019_11_0113afternoon_1317_1.jpg,1668
6388,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1678/1678_042_13_0302afternoon_1259_0.jpg,1678,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3037/3037_008_13_0114afternoon_1316_2.jpg,3037,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1678/1678_039_11_0114afternoon_1429_2_ex.jpg,1678
6390,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1678/1678_037_13_0114afternoon_1426_4.jpg,1678,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1678/1678_041_11_0114afternoon_1430_2_ex.jpg,1678,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3021/3021_004_13_0114afternoon_0582_0_ex.jpg,3021
6422,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1683/1683_061_04_0113afternoon_1698_0_ex.jpg,1683,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1683/1683_034_09_0113afternoon_1653_0_ex.jpg,1683,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1654/1654_069_04_0113afternoon_1332_0_ex.jpg,1654
6430,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1685/1685_019_07_0113afternoon_1719_3.jpg,1685,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0143/0143_020_15_0303morning_0924_1.jpg,143,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1685/1685_034_06_0113afternoon_1715_3.jpg,1685
6443,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1687/1687_043_06_0113afternoon_1710_0_ex.jpg,1687,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3035/3035_004_12_0114afternoon_1210_0.jpg,3035,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1687/1687_001_12_0113afternoon_1606_0_ex.jpg,1687
6476,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1692/1692_010_04_0113afternoon_1775_0.jpg,1692,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1692/1692_006_09_0113afternoon_1739_2.jpg,1692,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\3032/3032_037_04_0114afternoon_1083_1.jpg,3032
6478,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1692/1692_061_04_0114afternoon_1303_1.jpg,1692,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1692/1692_049_09_0114afternoon_1339_0.jpg,1692,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1595/1595_090_04_0114afternoon_0488_0_ex.jpg,1595
6487,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1693/1693_041_06_0113afternoon_1760_0_ex.jpg,1693,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1693/1693_000_12_0113afternoon_1659_1.jpg,1693,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1674/1674_081_06_0113afternoon_1578_0_ex.jpg,1674
6512,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1698/1698_006_07_0302morning_0115_3.jpg,1698,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0199/0199_010_05_0303morning_1078_0.jpg,199,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1698/1698_010_05_0302morning_0215_0.jpg,1698
6532,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1703/1703_014_04_0302morning_0051_1.jpg,1703,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0305/0305_009_07_0303morning_1730_0_ex.jpg,305,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1703/1703_010_07_0302morning_0156_1_ex.jpg,1703
6595,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1720/1720_007_05_0302morning_0337_0_ex.jpg,1720,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2555/2555_008_05_0114morning_1682_2.jpg,2555,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1720/1720_003_07_0302morning_0237_1.jpg,1720
6881,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1809/1809_020_05_0302morning_0709_4.jpg,1809,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1809/1809_010_07_0302morning_0607_2.jpg,1809,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0182/0182_010_07_0303morning_0992_0_ex.jpg,182
6902,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1814/1814_006_07_0302morning_0621_2.jpg,1814,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1318/1318_004_01_0113noon_0571_0.jpg,1318,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1814/1814_016_05_0302morning_0722_0.jpg,1814
6909,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1815/1815_017_04_0302morning_0521_0_ex.jpg,1815,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2274/2274_042_04_0302afternoon_1004_2_ex.jpg,2274,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1815/1815_009_01_0302morning_0517_0_ex.jpg,1815
6916,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1817/1817_010_07_0302morning_0638_1.jpg,1817,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2726/2726_035_07_0114noon_0553_4_ex.jpg,2726,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1817/1817_025_06_0302morning_0540_2_ex.jpg,1817
6926,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1821/1821_018_07_0302morning_0645_0_ex.jpg,1821,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1285/1285_004_01_0113noon_0470_1_ex.jpg,1285,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1821/1821_022_05_0302morning_0745_1_ex.jpg,1821
7079,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1861/1861_005_13_0302morning_0518_0_ex.jpg,1861,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0800/0800_004_13_0303afternoon_1174_0.jpg,800,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1861/1861_062_11_0302morning_0525_1_ex.jpg,1861
