query_index,query_path,query_pid,baseline_best_true_rank,baseline_rank1_correct,aqe_best_true_rank,aqe_rank1_correct,aqe_top20_movement,dba_best_true_rank,dba_rank1_correct,dba_top20_movement,aqe_dba_best_true_rank,aqe_dba_rank1_correct,aqe_dba_top20_movement
1037,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0632_c2_f0165473.jpg,632,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1038,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0632_c5_f0169842.jpg,632,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1039,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0632_c6_f0148723.jpg,632,376,False,602,False,stayed_outside20,1099,False,stayed_outside20,842,False,stayed_outside20
1040,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0635_c1_f0161167.jpg,635,6,False,140,False,inside20_to_outside20,4,False,stayed_inside20,167,False,inside20_to_outside20
1041,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0635_c2_f0161628.jpg,635,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1042,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0635_c3_f0137077.jpg,635,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1043,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0635_c4_f0131693.jpg,635,7,False,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1044,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0641_c1_f0163191.jpg,641,31,False,392,False,stayed_outside20,58,False,stayed_outside20,1200,False,stayed_outside20
1045,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0641_c2_f0163207.jpg,641,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1046,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0641_c5_f0165672.jpg,641,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1047,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0641_c6_f0141658.jpg,641,564,False,1023,False,stayed_outside20,888,False,stayed_outside20,861,False,stayed_outside20
1048,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0643_c1_f0163363.jpg,643,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1049,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0643_c5_f0172551.jpg,643,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1050,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0643_c6_f0151564.jpg,643,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1051,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0644_c1_f0163732.jpg,644,3,False,2,False,stayed_inside20,1,True,stayed_inside20,14,False,stayed_inside20
1052,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0644_c2_f0168266.jpg,644,22,False,85,False,stayed_outside20,4,False,outside20_to_inside20,21,False,stayed_outside20
1053,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0644_c5_f0173412.jpg,644,2,False,2,False,stayed_inside20,9,False,stayed_inside20,172,False,inside20_to_outside20
1054,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0644_c6_f0153041.jpg,644,3,False,33,False,inside20_to_outside20,2,False,stayed_inside20,9,False,stayed_inside20
1055,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0646_c1_f0163774.jpg,646,116,False,242,False,stayed_outside20,273,False,stayed_outside20,239,False,stayed_outside20
1056,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0646_c2_f0163884.jpg,646,14,False,28,False,inside20_to_outside20,3,False,stayed_inside20,1,True,stayed_inside20
1057,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0646_c3_f0139064.jpg,646,1,True,6,False,stayed_inside20,2,False,stayed_inside20,1,True,stayed_inside20
1058,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0646_c4_f0133387.jpg,646,35,False,20,False,outside20_to_inside20,5,False,outside20_to_inside20,6,False,outside20_to_inside20
1059,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0647_c1_f0164609.jpg,647,3991,False,4072,False,stayed_outside20,3190,False,stayed_outside20,2984,False,stayed_outside20
1060,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0647_c5_f0166452.jpg,647,10,False,16,False,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1061,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0647_c6_f0142313.jpg,647,27,False,16,False,outside20_to_inside20,24,False,stayed_outside20,156,False,stayed_outside20
1062,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0648_c1_f0164965.jpg,648,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1063,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0648_c5_f0174176.jpg,648,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1064,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0648_c6_f0152711.jpg,648,5,False,2,False,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1065,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0649_c1_f0165061.jpg,649,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1066,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0649_c2_f0169208.jpg,649,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1067,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0651_c1_f0164753.jpg,651,406,False,469,False,stayed_outside20,518,False,stayed_outside20,661,False,stayed_outside20
1068,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0651_c2_f0169434.jpg,651,8,False,8,False,stayed_inside20,7,False,stayed_inside20,7,False,stayed_inside20
1069,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0651_c3_f0147065.jpg,651,7,False,6,False,stayed_inside20,10,False,stayed_inside20,273,False,inside20_to_outside20
1070,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0651_c4_f0144647.jpg,651,37,False,44,False,stayed_outside20,199,False,stayed_outside20,422,False,stayed_outside20
1071,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0652_c1_f0165125.jpg,652,4,False,3,False,stayed_inside20,5,False,stayed_inside20,5,False,stayed_inside20
1072,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0652_c2_f0169788.jpg,652,8,False,7,False,stayed_inside20,8,False,stayed_inside20,8,False,stayed_inside20
1073,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0652_c3_f0146953.jpg,652,4,False,3,False,stayed_inside20,5,False,stayed_inside20,3,False,stayed_inside20
1074,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0652_c4_f0145000.jpg,652,199,False,31,False,stayed_outside20,382,False,stayed_outside20,83,False,stayed_outside20
1075,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0654_c1_f0165081.jpg,654,1240,False,2129,False,stayed_outside20,882,False,stayed_outside20,2615,False,stayed_outside20
1076,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0654_c2_f0170023.jpg,654,72,False,208,False,stayed_outside20,7,False,outside20_to_inside20,1,True,outside20_to_inside20
1077,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0656_c1_f0165893.jpg,656,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1078,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0656_c2_f0169649.jpg,656,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1079,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0656_c5_f0174707.jpg,656,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1080,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0656_c6_f0153689.jpg,656,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1081,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0656_c7_f0156240.jpg,656,6,False,2,False,stayed_inside20,17,False,stayed_inside20,144,False,inside20_to_outside20
1082,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0661_c1_f0167273.jpg,661,5911,False,9427,False,stayed_outside20,4828,False,stayed_outside20,6675,False,stayed_outside20
1083,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0661_c5_f0169114.jpg,661,279,False,2007,False,stayed_outside20,1371,False,stayed_outside20,6156,False,stayed_outside20
1084,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0661_c7_f0149108.jpg,661,487,False,758,False,stayed_outside20,934,False,stayed_outside20,1251,False,stayed_outside20
1085,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0663_c1_f0167408.jpg,663,2,False,4,False,stayed_inside20,9,False,stayed_inside20,21,False,inside20_to_outside20
1086,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0663_c2_f0171538.jpg,663,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1087,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0672_c1_f0169358.jpg,672,2,False,1,True,stayed_inside20,3,False,stayed_inside20,1,True,stayed_inside20
1088,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0672_c2_f0173029.jpg,672,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1089,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0672_c5_f0178036.jpg,672,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1090,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0672_c6_f0157763.jpg,672,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1091,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0674_c1_f0169766.jpg,674,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1092,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0674_c2_f0173604.jpg,674,3,False,4,False,stayed_inside20,4,False,stayed_inside20,4,False,stayed_inside20
1093,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0674_c3_f0151039.jpg,674,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1094,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0674_c4_f0148493.jpg,674,13,False,6,False,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1095,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0676_c1_f0169912.jpg,676,1,True,4,False,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1096,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0676_c2_f0170538.jpg,676,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1097,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0676_c3_f0145844.jpg,676,5,False,16,False,stayed_inside20,27,False,inside20_to_outside20,39,False,inside20_to_outside20
1098,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0676_c4_f0139942.jpg,676,85,False,200,False,stayed_outside20,15,False,outside20_to_inside20,97,False,stayed_outside20
1099,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0678_c1_f0170334.jpg,678,119,False,626,False,stayed_outside20,7,False,outside20_to_inside20,317,False,stayed_outside20
1100,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0678_c8_f0132921.jpg,678,1209,False,1791,False,stayed_outside20,995,False,stayed_outside20,1835,False,stayed_outside20
1101,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0680_c1_f0170134.jpg,680,11,False,11,False,stayed_inside20,12,False,stayed_inside20,13,False,stayed_inside20
1102,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0680_c8_f0132909.jpg,680,10,False,9,False,stayed_inside20,10,False,stayed_inside20,10,False,stayed_inside20
1103,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0681_c1_f0170525.jpg,681,1,True,2,False,stayed_inside20,2,False,stayed_inside20,2,False,stayed_inside20
1104,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0681_c8_f0132979.jpg,681,5,False,7,False,stayed_inside20,7,False,stayed_inside20,6,False,stayed_inside20
1105,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0683_c1_f0170610.jpg,683,4,False,5,False,stayed_inside20,3,False,stayed_inside20,5,False,stayed_inside20
1106,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0683_c5_f0173266.jpg,683,587,False,2613,False,stayed_outside20,25,False,stayed_outside20,2654,False,stayed_outside20
1107,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0683_c6_f0149532.jpg,683,5,False,11,False,stayed_inside20,8,False,stayed_inside20,72,False,inside20_to_outside20
1108,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0685_c1_f0170894.jpg,685,111,False,602,False,stayed_outside20,245,False,stayed_outside20,599,False,stayed_outside20
1109,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0685_c2_f0176228.jpg,685,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1110,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0685_c5_f0181653.jpg,685,10,False,95,False,inside20_to_outside20,2,False,stayed_inside20,1,True,stayed_inside20
1111,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0685_c6_f0161499.jpg,685,2,False,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1112,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0686_c1_f0171644.jpg,686,160,False,788,False,stayed_outside20,112,False,stayed_outside20,547,False,stayed_outside20
1113,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0686_c2_f0175719.jpg,686,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1114,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0686_c5_f0181214.jpg,686,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1115,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0686_c6_f0160847.jpg,686,18,False,1262,False,inside20_to_outside20,28,False,inside20_to_outside20,1056,False,inside20_to_outside20
1116,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0688_c1_f0171728.jpg,688,2,False,22,False,inside20_to_outside20,1,True,stayed_inside20,4,False,stayed_inside20
1117,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0688_c8_f0127761.jpg,688,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1118,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0690_c1_f0172474.jpg,690,97,False,612,False,stayed_outside20,99,False,stayed_outside20,703,False,stayed_outside20
1119,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0690_c2_f0172095.jpg,690,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1120,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0690_c3_f0147795.jpg,690,7,False,270,False,inside20_to_outside20,1,True,stayed_inside20,1,True,stayed_inside20
1121,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0690_c4_f0142152.jpg,690,4,False,18,False,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1122,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0691_c1_f0172071.jpg,691,1018,False,1478,False,stayed_outside20,330,False,stayed_outside20,535,False,stayed_outside20
1123,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0691_c2_f0172323.jpg,691,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1124,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0691_c5_f0174767.jpg,691,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1125,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0691_c6_f0150534.jpg,691,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1126,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0693_c1_f0173023.jpg,693,541,False,1338,False,stayed_outside20,939,False,stayed_outside20,2347,False,stayed_outside20
1127,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0693_c2_f0172472.jpg,693,7,False,40,False,inside20_to_outside20,14,False,stayed_inside20,120,False,inside20_to_outside20
1128,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0693_c5_f0174356.jpg,693,1,True,3,False,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1129,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0693_c6_f0150179.jpg,693,3,False,1,True,stayed_inside20,7,False,stayed_inside20,9,False,stayed_inside20
1130,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0694_c1_f0172936.jpg,694,4,False,75,False,inside20_to_outside20,2,False,stayed_inside20,34,False,inside20_to_outside20
1131,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0694_c2_f0172721.jpg,694,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1132,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0694_c5_f0174256.jpg,694,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1133,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0694_c6_f0150578.jpg,694,155,False,978,False,stayed_outside20,163,False,stayed_outside20,1429,False,stayed_outside20
1134,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0695_c1_f0172669.jpg,695,898,False,2562,False,stayed_outside20,2603,False,stayed_outside20,4058,False,stayed_outside20
1135,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0695_c8_f0127749.jpg,695,2865,False,6176,False,stayed_outside20,5847,False,stayed_outside20,5812,False,stayed_outside20
1136,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0698_c1_f0173689.jpg,698,1171,False,1705,False,stayed_outside20,2020,False,stayed_outside20,3934,False,stayed_outside20
1137,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0698_c2_f0173610.jpg,698,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1138,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0698_c3_f0148278.jpg,698,3159,False,7169,False,stayed_outside20,3859,False,stayed_outside20,7352,False,stayed_outside20
1139,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0698_c4_f0143198.jpg,698,78,False,24,False,stayed_outside20,67,False,stayed_outside20,12,False,outside20_to_inside20
1140,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0699_c1_f0173982.jpg,699,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1141,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0699_c2_f0177606.jpg,699,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1142,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0699_c3_f0154568.jpg,699,163,False,1506,False,stayed_outside20,77,False,stayed_outside20,403,False,stayed_outside20
1143,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0699_c4_f0152518.jpg,699,2,False,3,False,stayed_inside20,2,False,stayed_inside20,2,False,stayed_inside20
1144,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0700_c1_f0173718.jpg,700,413,False,563,False,stayed_outside20,157,False,stayed_outside20,553,False,stayed_outside20
1145,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0700_c2_f0173928.jpg,700,629,False,3929,False,stayed_outside20,410,False,stayed_outside20,5623,False,stayed_outside20
1146,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0700_c3_f0149681.jpg,700,661,False,1078,False,stayed_outside20,208,False,stayed_outside20,3289,False,stayed_outside20
1147,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0701_c1_f0174088.jpg,701,225,False,541,False,stayed_outside20,762,False,stayed_outside20,960,False,stayed_outside20
1148,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0701_c2_f0178449.jpg,701,637,False,426,False,stayed_outside20,545,False,stayed_outside20,205,False,stayed_outside20
1149,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0702_c1_f0174643.jpg,702,326,False,505,False,stayed_outside20,659,False,stayed_outside20,976,False,stayed_outside20
1150,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0702_c2_f0174426.jpg,702,1,True,1,True,stayed_inside20,1,True,stayed_inside20,2,False,stayed_inside20
1151,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0703_c1_f0174315.jpg,703,5,False,11,False,stayed_inside20,7,False,stayed_inside20,12,False,stayed_inside20
1152,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0703_c5_f0176526.jpg,703,7,False,23,False,inside20_to_outside20,6,False,stayed_inside20,12,False,stayed_inside20
1153,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0703_c6_f0153080.jpg,703,1,True,1,True,stayed_inside20,2,False,stayed_inside20,1,True,stayed_inside20
1154,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0705_c1_f0175748.jpg,705,130,False,452,False,stayed_outside20,337,False,stayed_outside20,980,False,stayed_outside20
1155,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0705_c2_f0179576.jpg,705,30,False,357,False,stayed_outside20,37,False,stayed_outside20,698,False,stayed_outside20
1156,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0705_c5_f0184601.jpg,705,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1157,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0705_c6_f0163610.jpg,705,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1158,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0706_c1_f0176472.jpg,706,2424,False,5613,False,stayed_outside20,2251,False,stayed_outside20,3484,False,stayed_outside20
1159,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0706_c2_f0180834.jpg,706,6,False,7,False,stayed_inside20,4,False,stayed_inside20,8,False,stayed_inside20
1160,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0706_c3_f0158781.jpg,706,4,False,3,False,stayed_inside20,6,False,stayed_inside20,3,False,stayed_inside20
1161,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0707_c1_f0176667.jpg,707,2,False,1,True,stayed_inside20,2,False,stayed_inside20,1,True,stayed_inside20
1162,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0707_c2_f0180442.jpg,707,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1163,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0707_c5_f0185196.jpg,707,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1164,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0707_c6_f0164065.jpg,707,1176,False,3950,False,stayed_outside20,867,False,stayed_outside20,2048,False,stayed_outside20
1165,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0709_c1_f0177555.jpg,709,617,False,780,False,stayed_outside20,721,False,stayed_outside20,1056,False,stayed_outside20
1166,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0709_c2_f0181744.jpg,709,1,True,5,False,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1167,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0709_c5_f0186879.jpg,709,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1168,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0709_c6_f0165842.jpg,709,24,False,278,False,stayed_outside20,36,False,stayed_outside20,339,False,stayed_outside20
1169,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0711_c1_f0176985.jpg,711,710,False,987,False,stayed_outside20,1331,False,stayed_outside20,1260,False,stayed_outside20
1170,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0711_c2_f0182135.jpg,711,1,True,12,False,stayed_inside20,1,True,stayed_inside20,28,False,inside20_to_outside20
1171,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0711_c5_f0186899.jpg,711,4,False,5,False,stayed_inside20,1,True,stayed_inside20,2,False,stayed_inside20
1172,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0711_c6_f0166122.jpg,711,101,False,189,False,stayed_outside20,155,False,stayed_outside20,374,False,stayed_outside20
1173,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0712_c1_f0177251.jpg,712,320,False,2102,False,stayed_outside20,408,False,stayed_outside20,1716,False,stayed_outside20
1174,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0712_c2_f0182294.jpg,712,1,True,3,False,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
