baseline_false_path,baseline_false_pid,baseline_false_visual_similarity,best_true_path,best_true_rank_after,best_true_rank_before,best_true_visual_similarity,false_semantic_adjustment,funnel_stage,query_index,query_path,query_pid,semantic_corrected_rank1,true_in_ambiguity,true_in_top20,true_minus_false_visual_gap,true_semantic_adjustment
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0652_c4_f0144640.jpg,652,0.8091366291046143,,,,,,B,1070,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0651_c4_f0144647.jpg,651,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0651_c1_f0165113.jpg,651,0.9196240901947021,,,,,,C,1071,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0652_c1_f0165125.jpg,652,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0651_c2_f0169794.jpg,651,0.8988871574401855,,,,,,C,1072,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0652_c2_f0169788.jpg,652,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0651_c3_f0146945.jpg,651,0.9419339299201965,,,,,,C,1073,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0652_c3_f0146953.jpg,652,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0651_c4_f0144887.jpg,651,0.8311904668807983,,,,,,B,1074,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0652_c4_f0145000.jpg,652,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0303_c1_f0100405.jpg,303,0.8843261003494263,,,,,,B,1075,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0654_c1_f0165081.jpg,654,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0693_c6_f0150419.jpg,693,0.794532299041748,,,,,,B,1076,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0654_c2_f0170023.jpg,654,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0375_c6_f0087944.jpg,375,0.7546423673629761,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0656_c2_f0169889.jpg,2,6,0.7447312474250793,0.5,F,1081,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0656_c7_f0156240.jpg,656,False,True,True,-0.009911119937896729,0.5
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0142_c1_f0078601.jpg,142,0.9252381920814514,,,,,,B,1082,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0661_c1_f0167273.jpg,661,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6252_c8_f0059420.jpg,6252,0.7746973633766174,,,,,,B,1083,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0661_c5_f0169114.jpg,661,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6161_c8_f0050208.jpg,6161,0.7830786108970642,,,,,,B,1084,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0661_c7_f0149108.jpg,661,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0347_c1_f0106337.jpg,347,0.8048060536384583,,,,,,C,1085,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0663_c1_f0167408.jpg,663,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0276_c1_f0098021.jpg,276,0.8588836193084717,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0672_c5_f0178396.jpg,2,2,0.8506207466125488,-1.0,F,1087,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0672_c1_f0169358.jpg,672,False,True,True,-0.008262872695922852,-1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4477_c6_f0104086.jpg,4477,0.8110500574111938,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0674_c3_f0150919.jpg,3,3,0.8100306987762451,0.5,F,1092,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0674_c2_f0173604.jpg,674,False,True,True,-0.0010193586349487305,0.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1699_c4_f0106766.jpg,1699,0.8662517666816711,,,,,,C,1094,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0674_c4_f0148493.jpg,674,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0698_c3_f0148878.jpg,698,0.8728342652320862,,,,,,C,1097,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0676_c3_f0145844.jpg,676,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1518_c4_f0071904.jpg,1518,0.8313117027282715,,,,,,B,1098,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0676_c4_f0139942.jpg,676,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0586_c1_f0153904.jpg,586,0.7696828246116638,,,,,,B,1099,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0678_c1_f0170334.jpg,678,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0760_c8_f0146255.jpg,760,0.8100395202636719,,,,,,B,1100,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0678_c8_f0132921.jpg,678,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0681_c1_f0170285.jpg,681,0.889306366443634,,,,,,C,1101,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0680_c1_f0170134.jpg,680,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0681_c8_f0133099.jpg,681,0.8335680365562439,,,,,,C,1102,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0680_c8_f0132909.jpg,680,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0680_c8_f0133029.jpg,680,0.8713306188583374,,,,,,C,1104,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0681_c8_f0132979.jpg,681,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0626_c2_f0159311.jpg,626,0.8188600540161133,,,,,,C,1105,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0683_c1_f0170610.jpg,683,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0125_c2_f0082171.jpg,125,0.7634949684143066,,,,,,B,1106,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0683_c5_f0173266.jpg,683,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0344_c6_f0083496.jpg,344,0.8015096187591553,,,,,,C,1107,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0683_c6_f0149532.jpg,683,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0705_c1_f0175628.jpg,705,0.8258094787597656,,,,,,B,1108,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0685_c1_f0170894.jpg,685,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0738_c5_f0183635.jpg,738,0.7517299652099609,,,,,,C,1110,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0685_c5_f0181653.jpg,685,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4452_c6_f0098973.jpg,4452,0.8156692385673523,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0685_c2_f0175388.jpg,3,2,0.8016269207000732,1.0,F,1111,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0685_c6_f0161499.jpg,685,False,True,True,-0.014042317867279053,-0.5
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0272_c1_f0097698.jpg,272,0.8257535099983215,,,,,,B,1112,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0686_c1_f0171644.jpg,686,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\2470_c6_f0069882.jpg,2470,0.7990038394927979,,,,,,C,1115,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0686_c6_f0160847.jpg,686,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0329_c6_f0083028.jpg,329,0.8100800514221191,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0688_c8_f0127401.jpg,2,2,0.8082060813903809,1.0,F,1116,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0688_c1_f0171728.jpg,688,False,True,True,-0.0018739700317382812,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0597_c1_f0156689.jpg,597,0.8679521083831787,,,,,,B,1118,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0690_c1_f0172474.jpg,690,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1109_c3_f0147571.jpg,1109,0.7867989540100098,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0690_c1_f0172354.jpg,2,7,0.7681719660758972,1.0,F,1120,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0690_c3_f0147795.jpg,690,False,True,True,-0.01862698793411255,-0.5
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0143_c4_f0049863.jpg,143,0.7539458274841309,,,,,,C,1121,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0690_c4_f0142152.jpg,690,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0304_c1_f0100171.jpg,304,0.9312753677368164,,,,,,B,1122,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0691_c1_f0172071.jpg,691,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0142_c1_f0079201.jpg,142,0.9118400812149048,,,,,,B,1126,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0693_c1_f0173023.jpg,693,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0468_c2_f0125319.jpg,468,0.8602163791656494,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0693_c5_f0174116.jpg,9,7,0.84413743019104,1.0,F,1127,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0693_c2_f0172472.jpg,693,False,True,True,-0.016078948974609375,-0.5
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4419_c6_f0094524.jpg,4419,0.8940407037734985,,,,,,C,1129,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0693_c6_f0150179.jpg,693,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0254_c1_f0096587.jpg,254,0.8363872766494751,,,,,,C,1130,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0694_c1_f0172936.jpg,694,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\2470_c5_f0089505.jpg,2470,0.7748486995697021,,,,,,B,1133,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0694_c6_f0150578.jpg,694,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0346_c1_f0106289.jpg,346,0.8995686769485474,,,,,,B,1134,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0695_c1_f0172669.jpg,695,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\2754_c4_f0167480.jpg,2754,0.8348534107208252,,,,,,B,1135,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0695_c8_f0127749.jpg,695,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0755_c1_f0189571.jpg,755,0.8021670579910278,,,,,,B,1136,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0698_c1_f0173689.jpg,698,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0251_c3_f0071805.jpg,251,0.8161212801933289,,,,,,B,1138,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0698_c3_f0148278.jpg,698,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1724_c4_f0105739.jpg,1724,0.8434066772460938,,,,,,B,1139,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0698_c4_f0143198.jpg,698,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0220_c3_f0068543.jpg,220,0.8145791888237,,,,,,B,1142,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0699_c3_f0154568.jpg,699,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0214_c4_f0061141.jpg,214,0.7791208624839783,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0699_c3_f0154808.jpg,1,2,0.7775288224220276,-1.0,E,1143,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0699_c4_f0152518.jpg,699,True,True,True,-0.0015920400619506836,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0122_c1_f0074593.jpg,122,0.8123850226402283,,,,,,B,1144,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0700_c1_f0173718.jpg,700,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1901_c2_f0173921.jpg,1901,0.7934551239013672,,,,,,B,1145,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0700_c2_f0173928.jpg,700,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\2772_c3_f0199245.jpg,2772,0.7910741567611694,,,,,,B,1146,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0700_c3_f0149681.jpg,700,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0576_c1_f0152924.jpg,576,0.8337299823760986,,,,,,B,1147,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0701_c1_f0174088.jpg,701,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0204_c2_f0087390.jpg,204,0.756501317024231,,,,,,B,1148,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0701_c2_f0178449.jpg,701,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0788_c1_f0200012.jpg,788,0.9104917049407959,,,,,,B,1149,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0702_c1_f0174643.jpg,702,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0794_c1_f0200562.jpg,794,0.8667434453964233,,,,,,C,1151,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0703_c1_f0174315.jpg,703,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0794_c5_f0210118.jpg,794,0.8766250014305115,,,,,,C,1152,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0703_c5_f0176526.jpg,703,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0376_c1_f0110281.jpg,376,0.8440260291099548,,,,,,B,1154,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0705_c1_f0175748.jpg,705,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0729_c2_f0198728.jpg,729,0.8046727776527405,,,,,,B,1155,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0705_c2_f0179576.jpg,705,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0451_c1_f0122760.jpg,451,0.9001176953315735,,,,,,B,1158,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0706_c1_f0176472.jpg,706,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0823_c2_f0209384.jpg,823,0.8735198974609375,,,,,,C,1159,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0706_c2_f0180834.jpg,706,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0823_c3_f0184752.jpg,823,0.7787289023399353,,,,,,C,1160,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0706_c3_f0158781.jpg,706,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0541_c1_f0139732.jpg,541,0.8322904109954834,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0707_c5_f0185316.jpg,2,2,0.8132225275039673,1.0,F,1161,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0707_c1_f0176667.jpg,707,False,True,True,-0.019067883491516113,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0019_c6_f0039590.jpg,19,0.8886062502861023,,,,,,B,1164,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0707_c6_f0164065.jpg,707,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0711_c1_f0177585.jpg,711,0.9044245481491089,,,,,,B,1165,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0709_c1_f0177555.jpg,709,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0711_c6_f0165882.jpg,711,0.8194228410720825,,,,,,B,1168,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0709_c6_f0165842.jpg,709,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0033_c1_f0057106.jpg,33,0.8882297277450562,,,,,,B,1169,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0711_c1_f0176985.jpg,711,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0712_c5_f0186926.jpg,712,0.8213403820991516,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0711_c2_f0181415.jpg,4,4,0.8057801723480225,1.0,F,1171,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0711_c5_f0186899.jpg,711,False,True,True,-0.01556020975112915,-1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0709_c6_f0166082.jpg,709,0.8460267782211304,,,,,,B,1172,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0711_c6_f0166122.jpg,711,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0469_c1_f0125396.jpg,469,0.8074853420257568,,,,,,B,1173,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0712_c1_f0177251.jpg,712,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0150_c4_f0051441.jpg,150,0.7946007251739502,,,,,,B,1176,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0712_c6_f0165928.jpg,712,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0143_c1_f0079622.jpg,143,0.8727372884750366,,,,,,B,1177,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0717_c1_f0180377.jpg,717,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0590_c2_f0158344.jpg,590,0.8202207088470459,,,,,,C,1178,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0717_c5_f0188960.jpg,717,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0591_c6_f0142913.jpg,591,0.8791710138320923,,,,,,B,1179,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0717_c6_f0167712.jpg,717,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0788_c1_f0200132.jpg,788,0.9053250551223755,,,,,,B,1180,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0718_c1_f0181440.jpg,718,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0685_c2_f0175388.jpg,685,0.7472175359725952,,,,,,B,1181,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0718_c2_f0181635.jpg,718,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0027_c3_f0029682.jpg,27,0.8080816268920898,,,,,,B,1182,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0718_c3_f0156807.jpg,718,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0027_c4_f0024467.jpg,27,0.8547441363334656,,,,,,B,1183,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0718_c4_f0151390.jpg,718,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0792_c1_f0200758.jpg,792,0.8674527406692505,,,,,,B,1184,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0722_c1_f0182039.jpg,722,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6366_c8_f0072625.jpg,6366,0.8027027249336243,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0722_c6_f0171475.jpg,2,3,0.795671820640564,-1.0,F,1186,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0722_c5_f0192213.jpg,722,False,True,True,-0.007030904293060303,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0305_c6_f0088563.jpg,305,0.7826358079910278,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0722_c5_f0191973.jpg,1,7,0.7676957249641418,0.0,E,1187,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0722_c6_f0171355.jpg,722,True,True,True,-0.014940083026885986,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0268_c1_f0096692.jpg,268,0.853866457939148,,,,,,B,1188,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0726_c1_f0182271.jpg,726,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1487_c2_f0099448.jpg,1487,0.7497073411941528,,,,,,C,1189,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0726_c2_f0182392.jpg,726,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0187_c3_f0068945.jpg,187,0.8507858514785767,,,,,,C,1190,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0726_c3_f0158108.jpg,726,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0268_c4_f0066533.jpg,268,0.8047477006912231,,,,,,B,1191,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0726_c4_f0152264.jpg,726,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1104_c1_f0205286.jpg,1104,0.8540346622467041,,,,,,B,1192,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0729_c1_f0183229.jpg,729,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0709_c2_f0181624.jpg,709,0.7976392507553101,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0729_c2_f0187519.jpg,3,2,0.7863830327987671,0.0,E,1195,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0729_c6_f0197978.jpg,729,True,True,True,-0.011256217956542969,0.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0418_c1_f0117990.jpg,418,0.8261243104934692,,,,,,B,1196,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0733_c1_f0184116.jpg,733,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0313_c1_f0102591.jpg,313,0.85936439037323,,,,,,B,1201,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0734_c1_f0185042.jpg,734,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0257_c2_f0096941.jpg,257,0.8248878717422485,,,,,,B,1202,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0734_c2_f0185107.jpg,734,,False,False,,
