query_index,query_path,query_pid,baseline_best_true_rank,baseline_rank1_correct,top100_bucket,recoverable_top50,recoverable_top100
811,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0492_c1_f0128761.jpg,492,52,False,rank_51_100,False,True
813,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0492_c3_f0109808.jpg,492,988,False,rank_gt_100,False,False
814,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0492_c4_f0107470.jpg,492,423,False,rank_gt_100,False,False
815,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0494_c1_f0128933.jpg,494,39,False,rank_21_50,True,True
818,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0494_c6_f0116931.jpg,494,564,False,rank_gt_100,False,False
819,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0495_c1_f0128679.jpg,495,258,False,rank_gt_100,False,False
820,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0495_c2_f0132992.jpg,495,91,False,rank_51_100,False,True
827,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0500_c1_f0129754.jpg,500,118,False,rank_gt_100,False,False
830,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0500_c6_f0118591.jpg,500,27,False,rank_21_50,True,True
831,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0501_c1_f0129872.jpg,501,132,False,rank_gt_100,False,False
838,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0506_c8_f0087155.jpg,506,28,False,rank_21_50,True,True
839,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0508_c1_f0131093.jpg,508,370,False,rank_gt_100,False,False
840,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0508_c2_f0135107.jpg,508,69,False,rank_51_100,False,True
841,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0508_c3_f0112499.jpg,508,940,False,rank_gt_100,False,False
842,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0508_c4_f0109923.jpg,508,729,False,rank_gt_100,False,False
852,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0515_c8_f0051972.jpg,515,93,False,rank_51_100,False,True
856,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0516_c4_f0111971.jpg,516,98,False,rank_51_100,False,True
857,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0517_c1_f0132261.jpg,517,55,False,rank_51_100,False,True
860,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0517_c6_f0110303.jpg,517,80,False,rank_51_100,False,True
861,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0523_c1_f0132959.jpg,523,66,False,rank_51_100,False,True
865,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0525_c1_f0096064.jpg,525,716,False,rank_gt_100,False,False
866,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0525_c2_f0096733.jpg,525,331,False,rank_gt_100,False,False
867,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0525_c4_f0065769.jpg,525,10498,False,rank_gt_100,False,False
870,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0527_c3_f0110213.jpg,527,188,False,rank_gt_100,False,False
874,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0533_c1_f0135947.jpg,533,195,False,rank_gt_100,False,False
875,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0533_c2_f0136055.jpg,533,522,False,rank_gt_100,False,False
876,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0535_c1_f0137964.jpg,535,2332,False,rank_gt_100,False,False
882,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0538_c1_f0138795.jpg,538,424,False,rank_gt_100,False,False
887,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0539_c8_f0095655.jpg,539,4749,False,rank_gt_100,False,False
888,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0540_c1_f0139455.jpg,540,1332,False,rank_gt_100,False,False
890,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0540_c3_f0121574.jpg,540,4356,False,rank_gt_100,False,False
891,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0540_c4_f0119318.jpg,540,61,False,rank_51_100,False,True
892,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0541_c1_f0139612.jpg,541,472,False,rank_gt_100,False,False
896,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0542_c1_f0140907.jpg,542,212,False,rank_gt_100,False,False
901,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0543_c1_f0141101.jpg,543,2877,False,rank_gt_100,False,False
904,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0543_c6_f0120056.jpg,543,25,False,rank_21_50,True,True
905,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0549_c1_f0142066.jpg,549,1453,False,rank_gt_100,False,False
906,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0549_c8_f0098146.jpg,549,29,False,rank_21_50,True,True
914,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0553_c1_f0146128.jpg,553,563,False,rank_gt_100,False,False
918,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0554_c1_f0146988.jpg,554,73,False,rank_51_100,False,True
924,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0560_c1_f0148789.jpg,560,252,False,rank_gt_100,False,False
926,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0565_c1_f0150268.jpg,565,462,False,rank_gt_100,False,False
930,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0567_c1_f0151055.jpg,567,185,False,rank_gt_100,False,False
931,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0567_c2_f0154913.jpg,567,507,False,rank_gt_100,False,False
932,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0570_c1_f0150879.jpg,570,403,False,rank_gt_100,False,False
934,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0570_c3_f0133827.jpg,570,24,False,rank_21_50,True,True
935,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0570_c4_f0131361.jpg,570,250,False,rank_gt_100,False,False
936,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0571_c1_f0151441.jpg,571,41,False,rank_21_50,True,True
939,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0571_c6_f0139936.jpg,571,996,False,rank_gt_100,False,False
940,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0576_c1_f0152684.jpg,576,629,False,rank_gt_100,False,False
941,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0576_c2_f0156917.jpg,576,186,False,rank_gt_100,False,False
942,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0576_c3_f0134509.jpg,576,346,False,rank_gt_100,False,False
943,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0576_c4_f0132135.jpg,576,2341,False,rank_gt_100,False,False
944,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0577_c1_f0152623.jpg,577,1083,False,rank_gt_100,False,False
945,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0577_c2_f0157240.jpg,577,158,False,rank_gt_100,False,False
946,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0580_c1_f0153407.jpg,580,284,False,rank_gt_100,False,False
948,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0580_c3_f0135641.jpg,580,381,False,rank_gt_100,False,False
949,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0580_c4_f0134680.jpg,580,368,False,rank_gt_100,False,False
950,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0581_c1_f0153952.jpg,581,61,False,rank_51_100,False,True
951,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0581_c2_f0157655.jpg,581,56,False,rank_51_100,False,True
952,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0581_c3_f0134935.jpg,581,38,False,rank_21_50,True,True
953,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0581_c4_f0132958.jpg,581,89,False,rank_51_100,False,True
954,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0583_c1_f0154292.jpg,583,408,False,rank_gt_100,False,False
958,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0584_c1_f0153814.jpg,584,186,False,rank_gt_100,False,False
961,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0584_c6_f0143183.jpg,584,420,False,rank_gt_100,False,False
964,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0586_c3_f0144264.jpg,586,487,False,rank_gt_100,False,False
966,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0586_c6_f0151826.jpg,586,47,False,rank_21_50,True,True
967,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0587_c1_f0154326.jpg,587,48,False,rank_21_50,True,True
968,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0587_c2_f0158413.jpg,587,809,False,rank_gt_100,False,False
969,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0587_c3_f0135815.jpg,587,133,False,rank_gt_100,False,False
970,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0587_c4_f0133429.jpg,587,136,False,rank_gt_100,False,False
975,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0591_c1_f0154606.jpg,591,489,False,rank_gt_100,False,False
979,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0592_c1_f0155107.jpg,592,543,False,rank_gt_100,False,False
980,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0592_c2_f0155313.jpg,592,29,False,rank_21_50,True,True
983,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0593_c1_f0155421.jpg,593,1045,False,rank_gt_100,False,False
984,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0593_c8_f0110608.jpg,593,3011,False,rank_gt_100,False,False
986,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0594_c2_f0160182.jpg,594,58,False,rank_51_100,False,True
991,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0597_c8_f0113262.jpg,597,23,False,rank_21_50,True,True
992,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0599_c1_f0156731.jpg,599,314,False,rank_gt_100,False,False
993,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0599_c2_f0161466.jpg,599,48,False,rank_21_50,True,True
994,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0601_c1_f0156867.jpg,601,372,False,rank_gt_100,False,False
996,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0601_c3_f0138880.jpg,601,105,False,rank_gt_100,False,False
997,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0601_c4_f0137323.jpg,601,67,False,rank_51_100,False,True
998,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0603_c1_f0157189.jpg,603,129,False,rank_gt_100,False,False
1000,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0603_c3_f0138939.jpg,603,361,False,rank_gt_100,False,False
1001,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0603_c4_f0136027.jpg,603,183,False,rank_gt_100,False,False
1005,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0605_c6_f0146840.jpg,605,22,False,rank_21_50,True,True
1006,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0608_c1_f0157906.jpg,608,1198,False,rank_gt_100,False,False
1007,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0608_c2_f0161637.jpg,608,1132,False,rank_gt_100,False,False
1011,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0612_c2_f0163295.jpg,612,1416,False,rank_gt_100,False,False
1014,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0620_c1_f0159323.jpg,620,5403,False,rank_gt_100,False,False
1016,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0620_c3_f0141203.jpg,620,1070,False,rank_gt_100,False,False
1017,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0620_c4_f0139339.jpg,620,46,False,rank_21_50,True,True
1018,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0621_c1_f0159814.jpg,621,63,False,rank_51_100,False,True
1023,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0625_c5_f0168382.jpg,625,51,False,rank_51_100,False,True
1024,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0625_c6_f0146947.jpg,625,959,False,rank_gt_100,False,False
1029,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0627_c1_f0159814.jpg,627,98,False,rank_51_100,False,True
1030,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0627_c2_f0164879.jpg,627,37,False,rank_21_50,True,True
1036,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0632_c1_f0160919.jpg,632,102,False,rank_gt_100,False,False
1039,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0632_c6_f0148723.jpg,632,376,False,rank_gt_100,False,False
1044,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0641_c1_f0163191.jpg,641,31,False,rank_21_50,True,True
1047,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0641_c6_f0141658.jpg,641,564,False,rank_gt_100,False,False
1052,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0644_c2_f0168266.jpg,644,22,False,rank_21_50,True,True
1055,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0646_c1_f0163774.jpg,646,116,False,rank_gt_100,False,False
1058,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0646_c4_f0133387.jpg,646,35,False,rank_21_50,True,True
1059,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0647_c1_f0164609.jpg,647,3991,False,rank_gt_100,False,False
1061,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0647_c6_f0142313.jpg,647,27,False,rank_21_50,True,True
1067,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0651_c1_f0164753.jpg,651,406,False,rank_gt_100,False,False
1070,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0651_c4_f0144647.jpg,651,37,False,rank_21_50,True,True
1074,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0652_c4_f0145000.jpg,652,199,False,rank_gt_100,False,False
1075,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0654_c1_f0165081.jpg,654,1240,False,rank_gt_100,False,False
1076,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0654_c2_f0170023.jpg,654,72,False,rank_51_100,False,True
1082,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0661_c1_f0167273.jpg,661,5911,False,rank_gt_100,False,False
1083,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0661_c5_f0169114.jpg,661,279,False,rank_gt_100,False,False
1084,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0661_c7_f0149108.jpg,661,487,False,rank_gt_100,False,False
1098,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0676_c4_f0139942.jpg,676,85,False,rank_51_100,False,True
1099,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0678_c1_f0170334.jpg,678,119,False,rank_gt_100,False,False
1100,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0678_c8_f0132921.jpg,678,1209,False,rank_gt_100,False,False
1106,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0683_c5_f0173266.jpg,683,587,False,rank_gt_100,False,False
1108,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0685_c1_f0170894.jpg,685,111,False,rank_gt_100,False,False
1112,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0686_c1_f0171644.jpg,686,160,False,rank_gt_100,False,False
1118,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0690_c1_f0172474.jpg,690,97,False,rank_51_100,False,True
1122,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0691_c1_f0172071.jpg,691,1018,False,rank_gt_100,False,False
1126,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0693_c1_f0173023.jpg,693,541,False,rank_gt_100,False,False
1133,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0694_c6_f0150578.jpg,694,155,False,rank_gt_100,False,False
1134,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0695_c1_f0172669.jpg,695,898,False,rank_gt_100,False,False
1135,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0695_c8_f0127749.jpg,695,2865,False,rank_gt_100,False,False
1136,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0698_c1_f0173689.jpg,698,1171,False,rank_gt_100,False,False
1138,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0698_c3_f0148278.jpg,698,3159,False,rank_gt_100,False,False
1139,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0698_c4_f0143198.jpg,698,78,False,rank_51_100,False,True
1142,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0699_c3_f0154568.jpg,699,163,False,rank_gt_100,False,False
1144,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0700_c1_f0173718.jpg,700,413,False,rank_gt_100,False,False
1145,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0700_c2_f0173928.jpg,700,629,False,rank_gt_100,False,False
1146,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0700_c3_f0149681.jpg,700,661,False,rank_gt_100,False,False
1147,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0701_c1_f0174088.jpg,701,225,False,rank_gt_100,False,False
1148,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0701_c2_f0178449.jpg,701,637,False,rank_gt_100,False,False
1149,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0702_c1_f0174643.jpg,702,326,False,rank_gt_100,False,False
1154,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0705_c1_f0175748.jpg,705,130,False,rank_gt_100,False,False
1155,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0705_c2_f0179576.jpg,705,30,False,rank_21_50,True,True
1158,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0706_c1_f0176472.jpg,706,2424,False,rank_gt_100,False,False
1164,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0707_c6_f0164065.jpg,707,1176,False,rank_gt_100,False,False
1165,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0709_c1_f0177555.jpg,709,617,False,rank_gt_100,False,False
1168,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0709_c6_f0165842.jpg,709,24,False,rank_21_50,True,True
1169,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0711_c1_f0176985.jpg,711,710,False,rank_gt_100,False,False
1172,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0711_c6_f0166122.jpg,711,101,False,rank_gt_100,False,False
1173,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0712_c1_f0177251.jpg,712,320,False,rank_gt_100,False,False
1176,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0712_c6_f0165928.jpg,712,79,False,rank_51_100,False,True
1177,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0717_c1_f0180377.jpg,717,24,False,rank_21_50,True,True
1179,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0717_c6_f0167712.jpg,717,331,False,rank_gt_100,False,False
1180,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0718_c1_f0181440.jpg,718,759,False,rank_gt_100,False,False
1181,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0718_c2_f0181635.jpg,718,50,False,rank_21_50,True,True
1182,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0718_c3_f0156807.jpg,718,53,False,rank_51_100,False,True
1183,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0718_c4_f0151390.jpg,718,137,False,rank_gt_100,False,False
1184,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0722_c1_f0182039.jpg,722,219,False,rank_gt_100,False,False
1188,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0726_c1_f0182271.jpg,726,52,False,rank_51_100,False,True
1191,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0726_c4_f0152264.jpg,726,129,False,rank_gt_100,False,False
1192,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0729_c1_f0183229.jpg,729,52,False,rank_51_100,False,True
1196,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0733_c1_f0184116.jpg,733,60,False,rank_51_100,False,True
1201,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0734_c1_f0185042.jpg,734,49,False,rank_21_50,True,True
1202,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0734_c2_f0185107.jpg,734,71,False,rank_51_100,False,True
1205,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0738_c1_f0185790.jpg,738,200,False,rank_gt_100,False,False
1207,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0738_c5_f0180062.jpg,738,497,False,rank_gt_100,False,False
1217,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0743_c5_f0189133.jpg,743,26,False,rank_21_50,True,True
1228,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0749_c6_f0179171.jpg,749,963,False,rank_gt_100,False,False
1229,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0750_c1_f0188299.jpg,750,361,False,rank_gt_100,False,False
1233,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0752_c1_f0188413.jpg,752,852,False,rank_gt_100,False,False
1234,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0752_c2_f0192518.jpg,752,406,False,rank_gt_100,False,False
1235,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0752_c3_f0169378.jpg,752,924,False,rank_gt_100,False,False
1236,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0752_c4_f0166331.jpg,752,1381,False,rank_gt_100,False,False
1241,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0756_c1_f0189583.jpg,756,2408,False,rank_gt_100,False,False
1242,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0756_c2_f0188508.jpg,756,337,False,rank_gt_100,False,False
1247,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0757_c7_f0178858.jpg,757,78,False,rank_51_100,False,True
1249,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0758_c7_f0173346.jpg,758,70,False,rank_51_100,False,True
1250,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0760_c1_f0190445.jpg,760,1844,False,rank_gt_100,False,False
1251,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0760_c8_f0145895.jpg,760,3183,False,rank_gt_100,False,False
1252,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0763_c1_f0191379.jpg,763,1143,False,rank_gt_100,False,False
1260,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0766_c5_f0198391.jpg,766,66,False,rank_51_100,False,True
1261,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0766_c6_f0176828.jpg,766,46,False,rank_21_50,True,True
1262,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0766_c7_f0179860.jpg,766,70,False,rank_51_100,False,True
1263,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0769_c1_f0192691.jpg,769,585,False,rank_gt_100,False,False
1268,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0772_c2_f0193199.jpg,772,2472,False,rank_gt_100,False,False
1269,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0773_c1_f0193290.jpg,773,187,False,rank_gt_100,False,False
1270,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0773_c2_f0198704.jpg,773,27,False,rank_21_50,True,True
1273,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0775_c3_f0175874.jpg,775,388,False,rank_gt_100,False,False
1274,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0775_c4_f0173821.jpg,775,21,False,rank_21_50,True,True
1278,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0777_c4_f0174618.jpg,777,36,False,rank_21_50,True,True
1283,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0786_c1_f0199087.jpg,786,80,False,rank_51_100,False,True
